locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCJMANHL_04324	CDS	330	soxS_3			Regulatory protein SoxS
GCJMANHL_04325	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
GCJMANHL_04326	CDS	669				hypothetical protein
GCJMANHL_04327	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
GCJMANHL_04328	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
GCJMANHL_04329	CDS	882	oxyR_4			Hydrogen peroxide-inducible genes activator
GCJMANHL_04330	CDS	408	cidA			Holin-like protein CidA
GCJMANHL_04331	CDS	690	yohK_2		COG1346	Inner membrane protein YohK
GCJMANHL_04332	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
GCJMANHL_04333	CDS	690	lpfB			putative fimbrial chaperone LpfB
GCJMANHL_04334	CDS	2580	fimD_7		COG3188	Outer membrane usher protein FimD
GCJMANHL_04335	CDS	552				hypothetical protein
GCJMANHL_04336	CDS	1098				hypothetical protein
GCJMANHL_04337	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
GCJMANHL_04338	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
GCJMANHL_04339	CDS	1959	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GCJMANHL_04340	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
GCJMANHL_04341	CDS	687				hypothetical protein
GCJMANHL_04342	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
GCJMANHL_04343	CDS	420	fdhF_3	1.17.1.9	COG0243	Formate dehydrogenase H
GCJMANHL_04344	CDS	729	ompR_2			Transcriptional regulatory protein OmpR
GCJMANHL_04345	CDS	759				hypothetical protein
GCJMANHL_04346	CDS	918				hypothetical protein
GCJMANHL_04347	CDS	1008	rbsK_2	2.7.1.15	COG0524	Ribokinase
GCJMANHL_04348	CDS	942	rbsB_2		COG1879	Ribose import binding protein RbsB
GCJMANHL_04349	CDS	999	rbsC_6		COG1172	Ribose import permease protein RbsC
GCJMANHL_04350	CDS	1521	rbsA_4	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
GCJMANHL_04351	CDS	2286	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
GCJMANHL_04352	CDS	369				hypothetical protein
GCJMANHL_04353	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
GCJMANHL_04354	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
GCJMANHL_04355	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
GCJMANHL_04356	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
GCJMANHL_04357	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
GCJMANHL_04358	CDS	849	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
GCJMANHL_04359	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
GCJMANHL_04360	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
GCJMANHL_04361	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
GCJMANHL_04362	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
GCJMANHL_04363	CDS	435				hypothetical protein
GCJMANHL_04364	CDS	336				hypothetical protein
GCJMANHL_04365	CDS	1503	proP_2			Proline/betaine transporter
GCJMANHL_04366	CDS	939	melR			Melibiose operon regulatory protein
GCJMANHL_04367	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
GCJMANHL_04368	CDS	1404	melB		COG2211	Melibiose carrier protein
GCJMANHL_04369	CDS	957	parM			Plasmid segregation protein ParM
GCJMANHL_04370	CDS	372				hypothetical protein
GCJMANHL_04371	CDS	306	cbpM			Chaperone modulatory protein CbpM
GCJMANHL_04372	CDS	918	cbpA		COG2214	Curved DNA-binding protein
GCJMANHL_04373	CDS	759				hypothetical protein
GCJMANHL_04374	CDS	786				hypothetical protein
GCJMANHL_04375	CDS	450				hypothetical protein
GCJMANHL_04376	CDS	1329	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
GCJMANHL_04377	CDS	2016	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
GCJMANHL_04378	CDS	2490	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
GCJMANHL_04379	CDS	579				hypothetical protein
GCJMANHL_04380	CDS	291				hypothetical protein
GCJMANHL_04381	CDS	570				hypothetical protein
GCJMANHL_04382	CDS	198				hypothetical protein
GCJMANHL_04383	CDS	489				hypothetical protein
GCJMANHL_04384	CDS	375	cbtA			Cytoskeleton-binding toxin CbtA
GCJMANHL_04385	CDS	369	cbeA			Cytoskeleton bundling-enhancing antitoxin CbeA
GCJMANHL_04386	CDS	222				hypothetical protein
GCJMANHL_04387	CDS	477				hypothetical protein
GCJMANHL_04388	CDS	483	klcA_2			Antirestriction protein KlcA
GCJMANHL_04389	CDS	819				hypothetical protein
GCJMANHL_04390	CDS	234				hypothetical protein
GCJMANHL_04391	CDS	2847	flu_2		COG3468	Antigen 43
GCJMANHL_04392	CDS	873	era_3			GTPase Era
GCJMANHL_04393	CDS	735				hypothetical protein
GCJMANHL_04394	CDS	1119				hypothetical protein
GCJMANHL_04395	CDS	624				hypothetical protein
GCJMANHL_04396	CDS	603				hypothetical protein
GCJMANHL_04397	CDS	207				hypothetical protein
GCJMANHL_04398	CDS	906				IS3 family transposase IS2
GCJMANHL_04399	CDS	366				hypothetical protein
GCJMANHL_04400	CDS	792				hypothetical protein
GCJMANHL_04401	CDS	600				hypothetical protein
GCJMANHL_04402	CDS	384				hypothetical protein
GCJMANHL_04403	CDS	426				hypothetical protein
GCJMANHL_04404	CDS	2058				hypothetical protein
GCJMANHL_04405	CDS	1287				hypothetical protein
GCJMANHL_04406	CDS	654				IS3 family transposase ISLad1
GCJMANHL_04407	CDS	1152			COG2826	IS30 family transposase IS30
GCJMANHL_04408	CDS	318				hypothetical protein
GCJMANHL_04409	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
GCJMANHL_04410	CDS	2745	rbbA		COG0842	Ribosome-associated ATPase
GCJMANHL_04411	CDS	1068				hypothetical protein
GCJMANHL_04412	CDS	1395	dosC	2.7.7.65		Diguanylate cyclase DosC
GCJMANHL_04413	CDS	1008	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
GCJMANHL_04414	CDS	984	lsrB_3			Autoinducer 2-binding protein LsrB
GCJMANHL_04415	CDS	1485	rbsA_5	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
GCJMANHL_04416	CDS	972	rbsC_7		COG1172	Ribose import permease protein RbsC
GCJMANHL_04417	CDS	957	lsrD_3			Autoinducer 2 import system permease protein LsrD
GCJMANHL_04418	CDS	783	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
GCJMANHL_04419	CDS	909	syrM1			HTH-type transcriptional regulator SyrM 1
GCJMANHL_04420	CDS	420	fosA	2.5.1.18		Glutathione transferase FosA
GCJMANHL_04421	CDS	1413	norG_1		COG1167	HTH-type transcriptional regulator NorG
GCJMANHL_04422	CDS	165				hypothetical protein
GCJMANHL_04423	CDS	465	slyA_2			Transcriptional regulator SlyA
GCJMANHL_04424	CDS	1068	yibH_1		COG1566	Inner membrane protein YibH
GCJMANHL_04425	CDS	1065				hypothetical protein
GCJMANHL_04426	CDS	255				hypothetical protein
GCJMANHL_04427	CDS	768	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
GCJMANHL_04428	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
GCJMANHL_04429	CDS	240				hypothetical protein
GCJMANHL_04430	CDS	1242	mdtM_2			Multidrug resistance protein MdtM
GCJMANHL_04431	CDS	1293				hypothetical protein
GCJMANHL_04432	CDS	663	rhtC_2		COG1280	Threonine efflux protein
GCJMANHL_04433	CDS	816	rhaS_8			HTH-type transcriptional activator RhaS
GCJMANHL_04434	CDS	927				ISNCY family transposase ISRor2
GCJMANHL_04435	CDS	1371	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
GCJMANHL_04436	CDS	546				hypothetical protein
GCJMANHL_04437	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
GCJMANHL_04438	CDS	204				hypothetical protein
GCJMANHL_04439	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
GCJMANHL_04440	CDS	1755	shlB_2			Hemolysin transporter protein ShlB
GCJMANHL_04441	CDS	234				hypothetical protein
GCJMANHL_04442	CDS	576				hypothetical protein
GCJMANHL_04443	CDS	204				hypothetical protein
GCJMANHL_04444	CDS	264				hypothetical protein
GCJMANHL_04445	CDS	315				hypothetical protein
GCJMANHL_04446	CDS	1044				hypothetical protein
GCJMANHL_04447	CDS	588				hypothetical protein
GCJMANHL_04448	CDS	1233				hypothetical protein
GCJMANHL_04449	CDS	357				hypothetical protein
GCJMANHL_04450	CDS	591				hypothetical protein
GCJMANHL_04451	CDS	870				hypothetical protein
GCJMANHL_04452	CDS	306				hypothetical protein
GCJMANHL_04453	CDS	840				hypothetical protein
GCJMANHL_04454	CDS	1926				hypothetical protein
GCJMANHL_04455	CDS	477				hypothetical protein
GCJMANHL_04456	CDS	558				hypothetical protein
GCJMANHL_04457	CDS	444				hypothetical protein
GCJMANHL_04458	CDS	1482				hypothetical protein
GCJMANHL_04459	CDS	552				hypothetical protein
GCJMANHL_04460	CDS	369				hypothetical protein
GCJMANHL_04461	CDS	564				hypothetical protein
GCJMANHL_04462	CDS	327				hypothetical protein
GCJMANHL_04463	CDS	1038				hypothetical protein
GCJMANHL_04464	CDS	483				hypothetical protein
GCJMANHL_04465	CDS	1167				hypothetical protein
GCJMANHL_04466	CDS	699				hypothetical protein
GCJMANHL_04467	CDS	1521				hypothetical protein
GCJMANHL_04468	CDS	1677				hypothetical protein
GCJMANHL_04469	CDS	633				hypothetical protein
GCJMANHL_04470	CDS	144				hypothetical protein
GCJMANHL_04471	CDS	369				hypothetical protein
GCJMANHL_04472	CDS	468				hypothetical protein
GCJMANHL_04473	CDS	504	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
GCJMANHL_04474	CDS	315				hypothetical protein
GCJMANHL_04475	CDS	501				hypothetical protein
GCJMANHL_04476	CDS	141				hypothetical protein
GCJMANHL_04477	CDS	384				hypothetical protein
GCJMANHL_04478	CDS	582				hypothetical protein
GCJMANHL_04479	CDS	177				hypothetical protein
GCJMANHL_04480	CDS	597				hypothetical protein
GCJMANHL_04481	CDS	1092				hypothetical protein
GCJMANHL_04482	CDS	177				hypothetical protein
GCJMANHL_04483	CDS	420				hypothetical protein
GCJMANHL_04484	CDS	135				hypothetical protein
GCJMANHL_04485	CDS	264				hypothetical protein
GCJMANHL_04486	CDS	729				hypothetical protein
GCJMANHL_04487	CDS	294				hypothetical protein
GCJMANHL_04488	CDS	852	dnaA_2			Chromosomal replication initiator protein DnaA
GCJMANHL_04489	CDS	855				hypothetical protein
GCJMANHL_04490	CDS	222				hypothetical protein
GCJMANHL_04491	CDS	228				hypothetical protein
GCJMANHL_04492	CDS	492	lexA_2	3.4.21.88		LexA repressor
GCJMANHL_04493	CDS	177				hypothetical protein
GCJMANHL_04494	CDS	159				hypothetical protein
GCJMANHL_04495	CDS	972				hypothetical protein
GCJMANHL_04496	CDS	285				hypothetical protein
GCJMANHL_04497	CDS	846				hypothetical protein
GCJMANHL_04498	CDS	681				hypothetical protein
GCJMANHL_04499	CDS	429				hypothetical protein
GCJMANHL_04500	CDS	657				hypothetical protein
GCJMANHL_04501	CDS	768				hypothetical protein
GCJMANHL_04502	CDS	219				hypothetical protein
GCJMANHL_04503	CDS	216				hypothetical protein
GCJMANHL_04504	CDS	1164	xerD_2			Tyrosine recombinase XerD
GCJMANHL_04505	tRNA	77				tRNA-Arg(tct)
GCJMANHL_04506	CDS	867	folD		COG0190	Bifunctional protein FolD protein
GCJMANHL_04507	CDS	213	ybcJ		COG2501	putative protein YbcJ
GCJMANHL_04508	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
GCJMANHL_04509	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
GCJMANHL_04510	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
GCJMANHL_04511	CDS	339				hypothetical protein
GCJMANHL_04512	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GCJMANHL_04513	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
GCJMANHL_04514	CDS	1077	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
GCJMANHL_04515	CDS	1146				hypothetical protein
GCJMANHL_04516	CDS	2415				hypothetical protein
GCJMANHL_04517	CDS	687			COG1136	putative ABC transporter ATP-binding protein
GCJMANHL_04518	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
GCJMANHL_04519	CDS	771				hypothetical protein
GCJMANHL_04520	CDS	855	cnoX		COG3118	Chaperedoxin
GCJMANHL_04521	CDS	783	fetB		COG0390	putative iron export permease protein FetB
GCJMANHL_04522	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
GCJMANHL_04523	CDS	918	qmcA		COG0330	Protein QmcA
GCJMANHL_04524	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
GCJMANHL_04525	CDS	411	cueR		COG0789	HTH-type transcriptional regulator CueR
GCJMANHL_04526	CDS	2502	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
GCJMANHL_04527	CDS	795				hypothetical protein
GCJMANHL_04528	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
GCJMANHL_04529	CDS	1653	ushA		COG0737	Protein UshA
GCJMANHL_04530	CDS	1221	fsr			Fosmidomycin resistance protein
GCJMANHL_04531	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
GCJMANHL_04532	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
GCJMANHL_04533	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
GCJMANHL_04534	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
GCJMANHL_04535	CDS	1875	htpG		COG0326	Chaperone protein HtpG
GCJMANHL_04536	CDS	606	recR		COG0353	Recombination protein RecR
GCJMANHL_04537	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
GCJMANHL_04538	CDS	1884	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
GCJMANHL_04539	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
GCJMANHL_04540	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
GCJMANHL_04541	CDS	528	priC		COG3923	Primosomal replication protein N''
GCJMANHL_04542	CDS	174				hypothetical protein
GCJMANHL_04543	CDS	900				ISNCY family transposase ISSen7
GCJMANHL_04544	CDS	3348	mscK		COG3264	Mechanosensitive channel MscK
GCJMANHL_04545	CDS	651	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
GCJMANHL_04546	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
GCJMANHL_04547	CDS	3147	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
GCJMANHL_04548	CDS	375	tomB			Hha toxicity modulator TomB
GCJMANHL_04549	CDS	219	hha			Hemolysin expression-modulating protein Hha
GCJMANHL_04550	CDS	567	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
GCJMANHL_04551	CDS	471	ylaC			Inner membrane protein YlaC
GCJMANHL_04552	CDS	1452	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
GCJMANHL_04553	CDS	699				hypothetical protein
GCJMANHL_04554	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
GCJMANHL_04555	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
GCJMANHL_04556	CDS	1071	lacI_1		COG1609	Lactose operon repressor
GCJMANHL_04557	CDS	1272	lamB_4		COG4580	Maltoporin
GCJMANHL_04558	CDS	315				hypothetical protein
GCJMANHL_04559	CDS	2058	bglY	3.2.1.23	COG1874	Beta-galactosidase BglY
GCJMANHL_04560	CDS	1203	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
GCJMANHL_04561	CDS	852	malG_2		COG3833	Maltose/maltodextrin transport system permease protein MalG
GCJMANHL_04562	CDS	1308				hypothetical protein
GCJMANHL_04563	CDS	1233	cycB		COG2182	Cyclodextrin-binding protein
GCJMANHL_04564	CDS	1110	malK_2	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
GCJMANHL_04565	CDS	1098	pdeB_2	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
GCJMANHL_04566	CDS	345	pdeB_3	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
GCJMANHL_04567	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
GCJMANHL_04568	CDS	900	rcnA		COG2215	Nickel/cobalt efflux system RcnA
GCJMANHL_04569	CDS	615				hypothetical protein
GCJMANHL_04570	CDS	1428	norG_2		COG1167	HTH-type transcriptional regulator NorG
GCJMANHL_04571	CDS	216				hypothetical protein
GCJMANHL_04572	CDS	258				hypothetical protein
GCJMANHL_04573	CDS	408				hypothetical protein
GCJMANHL_04574	CDS	312	atl		COG3695	DNA base-flipping protein
GCJMANHL_04575	CDS	492	ybaY		COG3126	putative lipoprotein YbaY
GCJMANHL_04576	CDS	864	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
GCJMANHL_04577	CDS	1287	amtB			Ammonia channel
GCJMANHL_04578	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
GCJMANHL_04579	CDS	1779	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
GCJMANHL_04580	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
GCJMANHL_04581	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
GCJMANHL_04582	CDS	1053	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
GCJMANHL_04583	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
GCJMANHL_04584	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
GCJMANHL_04585	CDS	702	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
GCJMANHL_04586	CDS	402	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
GCJMANHL_04587	CDS	369			COG1555	putative protein
GCJMANHL_04588	CDS	1875	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
GCJMANHL_04589	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
GCJMANHL_04590	CDS	2355	lon_3	3.4.21.53	COG0466	Lon protease
GCJMANHL_04591	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
GCJMANHL_04592	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
GCJMANHL_04593	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
GCJMANHL_04594	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
GCJMANHL_04595	CDS	579				hypothetical protein
GCJMANHL_04596	CDS	1476	ampG		COG0477	Anhydromuropeptide permease
GCJMANHL_04597	CDS	945	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
GCJMANHL_04598	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
GCJMANHL_04599	CDS	612	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
GCJMANHL_04600	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
GCJMANHL_04601	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
GCJMANHL_04602	CDS	333				hypothetical protein
GCJMANHL_04603	CDS	759	pcaR_2		COG1414	Pca regulon regulatory protein
GCJMANHL_04604	CDS	822	ydiB_2	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
GCJMANHL_04605	CDS	1677	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
GCJMANHL_04606	CDS	321				hypothetical protein
GCJMANHL_04607	CDS	1698	ksdD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
GCJMANHL_04608	CDS	819				hypothetical protein
GCJMANHL_04609	CDS	1365	pcaK_3		COG0477	4-hydroxybenzoate transporter PcaK
GCJMANHL_04610	CDS	1179	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GCJMANHL_04611	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
GCJMANHL_04612	CDS	492				hypothetical protein
GCJMANHL_04613	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
GCJMANHL_04614	CDS	594	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
GCJMANHL_04615	CDS	477				hypothetical protein
GCJMANHL_04616	CDS	1029	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
GCJMANHL_04617	CDS	753				hypothetical protein
GCJMANHL_04618	CDS	1488				hypothetical protein
GCJMANHL_04619	CDS	240				hypothetical protein
GCJMANHL_04620	CDS	318				hypothetical protein
GCJMANHL_04621	CDS	285				hypothetical protein
GCJMANHL_04622	CDS	540				hypothetical protein
GCJMANHL_04623	CDS	402	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
GCJMANHL_04624	CDS	171				hypothetical protein
GCJMANHL_04625	CDS	1305	gltA_2	2.3.3.16	COG0372	Citrate synthase
GCJMANHL_04626	CDS	867				hypothetical protein
GCJMANHL_04627	CDS	921	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
GCJMANHL_04628	CDS	273				hypothetical protein
GCJMANHL_04629	CDS	1569	cadC		COG3710	Transcriptional activator CadC
GCJMANHL_04630	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
GCJMANHL_04631	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
GCJMANHL_04632	CDS	1476	dtpC		COG3104	Dipeptide and tripeptide permease C
GCJMANHL_04633	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
GCJMANHL_04634	CDS	426				hypothetical protein
GCJMANHL_04635	CDS	921	iolE_3	4.2.1.44	COG1082	Inosose dehydratase
GCJMANHL_04636	CDS	1173	iolG_4	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GCJMANHL_04637	CDS	1032	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
GCJMANHL_04638	CDS	1008	iolG_5	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
GCJMANHL_04639	CDS	1035				hypothetical protein
GCJMANHL_04640	CDS	924	thpA_2		COG1879	D-threitol-binding protein
GCJMANHL_04641	CDS	1485	mglA_3	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
GCJMANHL_04642	CDS	1032	rbsC_8		COG1172	Ribose import permease protein RbsC
GCJMANHL_04643	CDS	642				hypothetical protein
GCJMANHL_04644	CDS	1011	cra_2		COG1609	Catabolite repressor/activator
GCJMANHL_04645	CDS	1401	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
GCJMANHL_04646	CDS	1371	sacX		COG1263	Negative regulator of SacY activity
GCJMANHL_04647	CDS	1518	scrY_2			Sucrose porin
GCJMANHL_04648	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
GCJMANHL_04649	CDS	768	iprA_3			Inhibitor of hydrogen peroxide resistance
GCJMANHL_04650	CDS	345	yiaW			Inner membrane protein YiaW
GCJMANHL_04651	CDS	1143	yibH_2		COG1566	Inner membrane protein YibH
GCJMANHL_04652	CDS	798	fhuC_2	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
GCJMANHL_04653	CDS	1083	hmuU_3		COG0609	Hemin transport system permease protein HmuU
GCJMANHL_04654	CDS	1119	btuF_3			Vitamin B12-binding protein
GCJMANHL_04655	CDS	390				hypothetical protein
GCJMANHL_04656	CDS	456				hypothetical protein
GCJMANHL_04657	CDS	1179	hipO_4	3.5.1.32	COG1473	Hippurate hydrolase
GCJMANHL_04658	CDS	777	hisJ_2		COG0834	Histidine-binding periplasmic protein
GCJMANHL_04659	CDS	954	yajO_3	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
GCJMANHL_04660	CDS	1032				IS630 family transposase ISEc33
GCJMANHL_04661	CDS	381				hypothetical protein
GCJMANHL_04662	CDS	105				hypothetical protein
GCJMANHL_04663	CDS	474	ibpB_2			Small heat shock protein IbpB
GCJMANHL_04664	CDS	513	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
GCJMANHL_04665	CDS	1218	bluF_2			Blue light- and temperature-regulated antirepressor BluF
GCJMANHL_04666	CDS	612				hypothetical protein
GCJMANHL_04667	CDS	942	rob_3		COG2207	Right origin-binding protein
GCJMANHL_04668	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
GCJMANHL_04669	CDS	783	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
GCJMANHL_04670	CDS	621	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
GCJMANHL_04671	CDS	1266	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
GCJMANHL_04672	CDS	903	ltnD	1.1.1.411		L-threonate dehydrogenase
GCJMANHL_04673	CDS	762	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
GCJMANHL_04674	CDS	861	bla_3	3.5.2.6	COG2367	Beta-lactamase SHV-1
GCJMANHL_04675	CDS	261				hypothetical protein
GCJMANHL_04676	CDS	1089				hypothetical protein
GCJMANHL_04677	CDS	1266	lacY			Lactose permease
GCJMANHL_04678	CDS	3108	lacZ_2	3.2.1.23	COG3250	Beta-galactosidase
GCJMANHL_04679	CDS	627	purR_2			HTH-type transcriptional repressor PurR
GCJMANHL_04680	CDS	414	lacI_2		COG1609	Lactose operon repressor
GCJMANHL_04681	CDS	441				hypothetical protein
GCJMANHL_04682	CDS	219				hypothetical protein
GCJMANHL_04683	CDS	1098	rhaS_9			HTH-type transcriptional activator RhaS
GCJMANHL_04684	CDS	399				hypothetical protein
GCJMANHL_04685	CDS	1104				hypothetical protein
GCJMANHL_04686	CDS	1272	amiC_2			Aliphatic amidase expression-regulating protein
GCJMANHL_04687	CDS	1575				hypothetical protein
GCJMANHL_04688	CDS	1074				hypothetical protein
GCJMANHL_04689	CDS	798	livF_5		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GCJMANHL_04690	CDS	699	livF_6		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GCJMANHL_04691	CDS	483				hypothetical protein
