locus_tag	ftype	length_bp	gene	EC_number	COG	product
BBPJPPNJ_04928	CDS	150				hypothetical protein
BBPJPPNJ_04929	CDS	1302	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
BBPJPPNJ_04930	CDS	102				hypothetical protein
BBPJPPNJ_04931	CDS	1851	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BBPJPPNJ_04932	CDS	837				hypothetical protein
BBPJPPNJ_04933	CDS	2508		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
BBPJPPNJ_04934	CDS	2682	pknD_20	2.7.11.1		Serine/threonine-protein kinase PknD
BBPJPPNJ_04935	CDS	1149		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks18
BBPJPPNJ_04936	CDS	1683				hypothetical protein
BBPJPPNJ_04937	CDS	342				hypothetical protein
BBPJPPNJ_04938	CDS	303				hypothetical protein
BBPJPPNJ_04939	CDS	183				hypothetical protein
BBPJPPNJ_04940	CDS	339	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
BBPJPPNJ_04941	CDS	675	sspA_2		COG0625	Stringent starvation protein A 
BBPJPPNJ_04942	CDS	1605	dntB	1.14.13.210		4-methyl-5-nitrocatechol 5-monooxygenase
BBPJPPNJ_04943	CDS	3444	rebD	1.21.98.2		Dichlorochromopyrrolate synthase
BBPJPPNJ_04944	CDS	1506	rebO_2	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
BBPJPPNJ_04945	CDS	1236	trpB_3	4.2.1.20	COG0133	Tryptophan synthase beta chain
BBPJPPNJ_04946	CDS	813	trpA_2	4.2.1.20	COG0159	Tryptophan synthase alpha chain
BBPJPPNJ_04947	CDS	831	trpC_2	4.1.1.48		Indole-3-glycerol phosphate synthase
BBPJPPNJ_04948	CDS	2274	menF_2	5.4.4.2		Isochorismate synthase MenF
BBPJPPNJ_04949	CDS	903	rhaR_5			HTH-type transcriptional activator RhaR
BBPJPPNJ_04950	CDS	1404				hypothetical protein
BBPJPPNJ_04951	CDS	546				hypothetical protein
BBPJPPNJ_04952	CDS	390				hypothetical protein
BBPJPPNJ_04953	CDS	408	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
BBPJPPNJ_04954	CDS	477				hypothetical protein
BBPJPPNJ_04955	CDS	882	gloB_3	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
BBPJPPNJ_04956	CDS	1836				hypothetical protein
BBPJPPNJ_04957	CDS	1185	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
BBPJPPNJ_04958	CDS	339				Photosystem II reaction center Psb28 protein
BBPJPPNJ_04959	CDS	537	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
BBPJPPNJ_04960	CDS	477				hypothetical protein
BBPJPPNJ_04961	CDS	1434	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
BBPJPPNJ_04962	CDS	399				hypothetical protein
BBPJPPNJ_04963	CDS	732				hypothetical protein
BBPJPPNJ_04964	CDS	324	yciH		COG0023	putative protein YciH
BBPJPPNJ_04965	CDS	1758	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
BBPJPPNJ_04966	CDS	177				hypothetical protein
BBPJPPNJ_04967	CDS	1269	bacE_1			Putative bacilysin exporter BacE
BBPJPPNJ_04968	CDS	411				hypothetical protein
BBPJPPNJ_04969	CDS	726				hypothetical protein
BBPJPPNJ_04970	CDS	960				hypothetical protein
BBPJPPNJ_04971	CDS	423	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
BBPJPPNJ_04972	CDS	594				hypothetical protein
BBPJPPNJ_04973	CDS	909	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
BBPJPPNJ_04974	CDS	429				hypothetical protein
BBPJPPNJ_04975	CDS	1659				hypothetical protein
BBPJPPNJ_04976	CDS	234				hypothetical protein
BBPJPPNJ_04977	CDS	222				hypothetical protein
BBPJPPNJ_04978	CDS	2100				hypothetical protein
BBPJPPNJ_04979	CDS	807	cphB	3.4.15.6		Cyanophycinase
BBPJPPNJ_04980	CDS	2727	cphA	6.3.2.29	COG0769	Cyanophycin synthetase
BBPJPPNJ_04981	CDS	1020				hypothetical protein
BBPJPPNJ_04982	CDS	858	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
BBPJPPNJ_04983	CDS	801	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
BBPJPPNJ_04984	CDS	816	nrtD_2	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
BBPJPPNJ_04985	CDS	261				hypothetical protein
BBPJPPNJ_04986	CDS	975				hypothetical protein
BBPJPPNJ_04987	CDS	3573	carB_2			Carbamoyl-phosphate synthase large chain
BBPJPPNJ_04988	CDS	285				hypothetical protein
BBPJPPNJ_04989	CDS	381				hypothetical protein
BBPJPPNJ_04990	CDS	168				hypothetical protein
BBPJPPNJ_04991	CDS	237				hypothetical protein
BBPJPPNJ_04992	CDS	1212				hypothetical protein
BBPJPPNJ_04993	CDS	330				hypothetical protein
BBPJPPNJ_04994	CDS	189				hypothetical protein
BBPJPPNJ_04995	CDS	159				hypothetical protein
BBPJPPNJ_04996	CDS	483				hypothetical protein
BBPJPPNJ_04997	CDS	204				hypothetical protein
BBPJPPNJ_04998	CDS	276				hypothetical protein
BBPJPPNJ_04999	CDS	276				hypothetical protein
BBPJPPNJ_05000	CDS	498				hypothetical protein
BBPJPPNJ_05001	CDS	258				hypothetical protein
BBPJPPNJ_05002	CDS	114				hypothetical protein
BBPJPPNJ_05003	CDS	894				hypothetical protein
BBPJPPNJ_05004	CDS	528				hypothetical protein
BBPJPPNJ_05005	CDS	417				hypothetical protein
BBPJPPNJ_05006	CDS	534				hypothetical protein
BBPJPPNJ_05007	CDS	216				hypothetical protein
BBPJPPNJ_05008	CDS	600				hypothetical protein
BBPJPPNJ_05009	CDS	840				hypothetical protein
BBPJPPNJ_05010	CDS	1254	nhaP			K(+)/H(+) antiporter NhaP
BBPJPPNJ_05011	CDS	297				hypothetical protein
BBPJPPNJ_05012	CDS	642				hypothetical protein
BBPJPPNJ_05013	CDS	654				hypothetical protein
BBPJPPNJ_05014	CDS	912				hypothetical protein
BBPJPPNJ_05015	CDS	297				hypothetical protein
BBPJPPNJ_05016	CDS	231				hypothetical protein
BBPJPPNJ_05017	CDS	510				hypothetical protein
BBPJPPNJ_05018	CDS	483				hypothetical protein
BBPJPPNJ_05019	CDS	324				hypothetical protein
BBPJPPNJ_05020	CDS	291				hypothetical protein
BBPJPPNJ_05021	CDS	597	gph_7	3.1.3.18		Phosphoglycolate phosphatase
BBPJPPNJ_05022	CDS	198				hypothetical protein
BBPJPPNJ_05023	CDS	180				hypothetical protein
BBPJPPNJ_05024	CDS	288				hypothetical protein
BBPJPPNJ_05025	CDS	186				hypothetical protein
BBPJPPNJ_05026	CDS	531				hypothetical protein
BBPJPPNJ_05027	CDS	480				hypothetical protein
BBPJPPNJ_05028	CDS	534				hypothetical protein
BBPJPPNJ_05029	CDS	555	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
BBPJPPNJ_05030	CDS	777				hypothetical protein
BBPJPPNJ_05031	CDS	255				hypothetical protein
BBPJPPNJ_05032	CDS	165				hypothetical protein
BBPJPPNJ_05033	CDS	279				hypothetical protein
BBPJPPNJ_05034	CDS	366				hypothetical protein
BBPJPPNJ_05035	CDS	474				hypothetical protein
BBPJPPNJ_05036	CDS	393				hypothetical protein
BBPJPPNJ_05037	CDS	219				hypothetical protein
BBPJPPNJ_05038	CDS	1092				hypothetical protein
BBPJPPNJ_05039	CDS	417				hypothetical protein
BBPJPPNJ_05040	CDS	240				hypothetical protein
BBPJPPNJ_05041	CDS	573				hypothetical protein
BBPJPPNJ_05042	CDS	273				hypothetical protein
BBPJPPNJ_05043	CDS	825				hypothetical protein
BBPJPPNJ_05044	CDS	924	cmpR_3			HTH-type transcriptional activator CmpR
BBPJPPNJ_05045	CDS	1350	cmpA			Bicarbonate-binding protein CmpA
BBPJPPNJ_05046	CDS	834	cmpB_3			Bicarbonate transport system permease protein CmpB
BBPJPPNJ_05047	CDS	1971	cmpC_3	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
BBPJPPNJ_05048	CDS	822	cmpD_3	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
BBPJPPNJ_05049	CDS	1386	nhaS3			High-affinity Na(+)/H(+) antiporter NhaS3
BBPJPPNJ_05050	CDS	1599	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
BBPJPPNJ_05051	CDS	1722	cpoB_8			Cell division coordinator CpoB
BBPJPPNJ_05052	CDS	396				hypothetical protein
BBPJPPNJ_05053	CDS	768				hypothetical protein
BBPJPPNJ_05054	CDS	450				hypothetical protein
BBPJPPNJ_05055	CDS	633				hypothetical protein
BBPJPPNJ_05056	CDS	801				hypothetical protein
BBPJPPNJ_05057	CDS	2523	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
BBPJPPNJ_05058	CDS	1236	rcsC_29	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_05059	CDS	1485				hypothetical protein
BBPJPPNJ_05060	CDS	1041				hypothetical protein
BBPJPPNJ_05061	CDS	1677	ubiB_5	2.7.-.-		protein kinase UbiB
BBPJPPNJ_05062	CDS	1323	pknD_21	2.7.11.1		Serine/threonine-protein kinase PknD
BBPJPPNJ_05063	CDS	660	liaR_4		COG2197	Transcriptional regulatory protein LiaR
BBPJPPNJ_05064	CDS	396				hypothetical protein
BBPJPPNJ_05065	CDS	594				hypothetical protein
BBPJPPNJ_05066	CDS	1131				hypothetical protein
BBPJPPNJ_05067	CDS	744				hypothetical protein
BBPJPPNJ_05068	CDS	2109	bamA_2			Outer membrane protein assembly factor BamA
BBPJPPNJ_05069	CDS	615	aroK_2	2.7.1.71		Shikimate kinase
BBPJPPNJ_05070	CDS	564				hypothetical protein
BBPJPPNJ_05071	CDS	1296		3.4.21.26		Prolyl endopeptidase
BBPJPPNJ_05072	CDS	2796	secA			Protein translocase subunit SecA
BBPJPPNJ_05073	CDS	369				hypothetical protein
BBPJPPNJ_05074	CDS	861				hypothetical protein
BBPJPPNJ_05075	CDS	372				hypothetical protein
BBPJPPNJ_05076	CDS	180				hypothetical protein
BBPJPPNJ_05077	CDS	585				hypothetical protein
BBPJPPNJ_05078	CDS	777	cysA_3	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
BBPJPPNJ_05079	CDS	1425	bacE_2			Putative bacilysin exporter BacE
BBPJPPNJ_05080	CDS	816	recO			DNA repair protein RecO
BBPJPPNJ_05081	CDS	1092		1.14.13.239		Carnitine monooxygenase oxygenase subunit
BBPJPPNJ_05082	CDS	345				hypothetical protein
BBPJPPNJ_05083	CDS	171				hypothetical protein
BBPJPPNJ_05084	CDS	591	scpB			Segregation and condensation protein B
BBPJPPNJ_05085	CDS	264				hypothetical protein
BBPJPPNJ_05086	CDS	2019	rnr_2	3.1.13.1		Ribonuclease R
BBPJPPNJ_05087	CDS	216				hypothetical protein
BBPJPPNJ_05088	CDS	738	dsbD_4	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
BBPJPPNJ_05089	CDS	1407	ccsB			Cytochrome c biogenesis protein CcsB
BBPJPPNJ_05090	CDS	606				hypothetical protein
BBPJPPNJ_05091	CDS	1230	oxyE	1.14.13.232		6-methylpretetramide 4-monooxygenase
BBPJPPNJ_05092	CDS	1737				hypothetical protein
BBPJPPNJ_05093	CDS	366				hypothetical protein
BBPJPPNJ_05094	CDS	948	acuI	1.3.1.84	COG0604	Acrylyl-CoA reductase AcuI
BBPJPPNJ_05095	CDS	1284	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
BBPJPPNJ_05096	CDS	522	mshD_3	2.3.1.189		Mycothiol acetyltransferase
BBPJPPNJ_05097	CDS	516				hypothetical protein
BBPJPPNJ_05098	CDS	645				hypothetical protein
BBPJPPNJ_05099	CDS	489				hypothetical protein
BBPJPPNJ_05100	CDS	138				hypothetical protein
BBPJPPNJ_05101	CDS	480				hypothetical protein
BBPJPPNJ_05102	CDS	420				hypothetical protein
BBPJPPNJ_05103	CDS	354				hypothetical protein
BBPJPPNJ_05104	CDS	327				hypothetical protein
BBPJPPNJ_05105	CDS	1029	xerC_18			Tyrosine recombinase XerC
BBPJPPNJ_05106	CDS	1188				hypothetical protein
BBPJPPNJ_05107	CDS	2232				hypothetical protein
BBPJPPNJ_05108	CDS	921				hypothetical protein
BBPJPPNJ_05109	CDS	345				hypothetical protein
BBPJPPNJ_05110	CDS	678				hypothetical protein
BBPJPPNJ_05111	CDS	972	efeU_2		COG0672	Ferrous iron permease EfeU
BBPJPPNJ_05112	CDS	1407	sasA_30	2.7.-.-		Adaptive-response sensory-kinase SasA
BBPJPPNJ_05113	CDS	723	tcrA_4		COG0745	Transcriptional regulatory protein TcrA
BBPJPPNJ_05114	CDS	696				hypothetical protein
BBPJPPNJ_05115	CDS	513				hypothetical protein
BBPJPPNJ_05116	CDS	1938	mdtA_5			Multidrug resistance protein MdtA
BBPJPPNJ_05117	CDS	621				hypothetical protein
BBPJPPNJ_05118	CDS	3132	czcA_6			Cobalt-zinc-cadmium resistance protein CzcA
BBPJPPNJ_05119	CDS	3360	ycf3_13			Photosystem I assembly protein Ycf3
BBPJPPNJ_05120	CDS	522				hypothetical protein
BBPJPPNJ_05121	CDS	702	tcrA_5		COG0745	Transcriptional regulatory protein TcrA
BBPJPPNJ_05122	CDS	1365	sasA_31	2.7.-.-		Adaptive-response sensory-kinase SasA
BBPJPPNJ_05123	CDS	384				hypothetical protein
BBPJPPNJ_05124	CDS	279				hypothetical protein
BBPJPPNJ_05125	CDS	276				hypothetical protein
BBPJPPNJ_05126	CDS	465				hypothetical protein
BBPJPPNJ_05127	CDS	2706				hypothetical protein
BBPJPPNJ_05128	CDS	1452				hypothetical protein
BBPJPPNJ_05129	CDS	1269				hypothetical protein
BBPJPPNJ_05130	CDS	549	cpeS2	4.-.-.-		Putative phycocyanobilin lyase CpcS 2
BBPJPPNJ_05131	CDS	540	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J
BBPJPPNJ_05132	CDS	732	ndhK1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K 1
BBPJPPNJ_05133	CDS	363	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
BBPJPPNJ_05134	CDS	570	gph_8	3.1.3.18		Phosphoglycolate phosphatase
BBPJPPNJ_05135	CDS	1086	amiE	3.5.1.4		Aliphatic amidase
BBPJPPNJ_05136	CDS	1563	cetZ			Tubulin-like protein CetZ
BBPJPPNJ_05137	CDS	327				hypothetical protein
BBPJPPNJ_05138	CDS	1677				hypothetical protein
BBPJPPNJ_05139	CDS	1005	yjiA_4	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
BBPJPPNJ_05140	CDS	306				hypothetical protein
BBPJPPNJ_05141	CDS	384				hypothetical protein
BBPJPPNJ_05142	CDS	3783				hypothetical protein
BBPJPPNJ_05143	CDS	384				hypothetical protein
BBPJPPNJ_05144	CDS	390				hypothetical protein
BBPJPPNJ_05145	CDS	678				hypothetical protein
BBPJPPNJ_05146	CDS	435	aacC1_3	2.3.1.60		Gentamicin 3-N-acetyltransferase
BBPJPPNJ_05147	CDS	462				hypothetical protein
BBPJPPNJ_05148	CDS	588	yyaP		COG0262	putative protein YyaP
BBPJPPNJ_05149	CDS	516				hypothetical protein
BBPJPPNJ_05150	CDS	432				hypothetical protein
BBPJPPNJ_05151	CDS	468				hypothetical protein
BBPJPPNJ_05152	CDS	849				hypothetical protein
BBPJPPNJ_05153	CDS	447				hypothetical protein
BBPJPPNJ_05154	CDS	285				hypothetical protein
BBPJPPNJ_05155	CDS	969	COQ5_11	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BBPJPPNJ_05156	CDS	561				hypothetical protein
BBPJPPNJ_05157	CDS	738				hypothetical protein
BBPJPPNJ_05158	CDS	1536	merA_2	1.16.1.1		Mercuric reductase
BBPJPPNJ_05159	CDS	381				hypothetical protein
BBPJPPNJ_05160	CDS	648				hypothetical protein
BBPJPPNJ_05161	CDS	195				hypothetical protein
BBPJPPNJ_05162	CDS	1587	glpG	3.4.21.105		Rhomboid protease GlpG
BBPJPPNJ_05163	CDS	402	dinB	2.7.7.7		DNA polymerase IV
BBPJPPNJ_05164	CDS	258				hypothetical protein
BBPJPPNJ_05165	CDS	1065				hypothetical protein
BBPJPPNJ_05166	CDS	870				hypothetical protein
BBPJPPNJ_05167	CDS	2829				hypothetical protein
BBPJPPNJ_05168	CDS	318				hypothetical protein
BBPJPPNJ_05169	CDS	414				hypothetical protein
BBPJPPNJ_05170	CDS	849		3.1.1.23	COG2267	Monoacylglycerol lipase
BBPJPPNJ_05171	CDS	900	rhaS_3			HTH-type transcriptional activator RhaS
BBPJPPNJ_05172	CDS	189				hypothetical protein
BBPJPPNJ_05173	CDS	558				hypothetical protein
BBPJPPNJ_05174	CDS	2478				hypothetical protein
BBPJPPNJ_05175	CDS	90				hypothetical protein
BBPJPPNJ_05176	CDS	834				hypothetical protein
BBPJPPNJ_05177	CDS	1026	noc_3			Nucleoid occlusion protein
BBPJPPNJ_05178	CDS	441				hypothetical protein
BBPJPPNJ_05179	CDS	675				hypothetical protein
BBPJPPNJ_05180	CDS	2253	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
BBPJPPNJ_05181	CDS	978				hypothetical protein
BBPJPPNJ_05182	CDS	1665	ltrA_1		COG3344	Group II intron-encoded protein LtrA
BBPJPPNJ_05183	CDS	747	ltrA_2		COG3344	Group II intron-encoded protein LtrA
BBPJPPNJ_05184	CDS	705				hypothetical protein
BBPJPPNJ_05185	CDS	213				hypothetical protein
BBPJPPNJ_05186	CDS	1851	topA_5	5.6.2.1	COG0550	DNA topoisomerase 1
BBPJPPNJ_05187	CDS	1578				hypothetical protein
BBPJPPNJ_05188	CDS	228				hypothetical protein
BBPJPPNJ_05189	CDS	375				hypothetical protein
BBPJPPNJ_05190	CDS	363				hypothetical protein
BBPJPPNJ_05191	CDS	675				hypothetical protein
BBPJPPNJ_05192	CDS	723	tcrA_6		COG0745	Transcriptional regulatory protein TcrA
BBPJPPNJ_05193	CDS	1392	rcsC_30	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_05194	CDS	4626				hypothetical protein
BBPJPPNJ_05195	CDS	1023	xerC_19			Tyrosine recombinase XerC
BBPJPPNJ_05196	CDS	1659				hypothetical protein
BBPJPPNJ_05197	CDS	1068				hypothetical protein
BBPJPPNJ_05198	CDS	669				hypothetical protein
BBPJPPNJ_05199	CDS	138				hypothetical protein
BBPJPPNJ_05200	CDS	345				hypothetical protein
BBPJPPNJ_05201	CDS	429				hypothetical protein
BBPJPPNJ_05202	CDS	138				hypothetical protein
BBPJPPNJ_05203	CDS	489				hypothetical protein
BBPJPPNJ_05204	CDS	702				hypothetical protein
BBPJPPNJ_05205	CDS	1074	noc_4			Nucleoid occlusion protein
BBPJPPNJ_05206	CDS	834				hypothetical protein
BBPJPPNJ_05207	CDS	420				hypothetical protein
BBPJPPNJ_05208	CDS	3873				hypothetical protein
BBPJPPNJ_05209	CDS	720				hypothetical protein
BBPJPPNJ_05210	CDS	297				hypothetical protein
BBPJPPNJ_05211	CDS	363				hypothetical protein
BBPJPPNJ_05212	CDS	426				hypothetical protein
BBPJPPNJ_05213	CDS	327				hypothetical protein
BBPJPPNJ_05214	CDS	2853				hypothetical protein
BBPJPPNJ_05215	CDS	978				hypothetical protein
BBPJPPNJ_05216	CDS	1104				hypothetical protein
BBPJPPNJ_05217	CDS	846				hypothetical protein
BBPJPPNJ_05218	CDS	2157				hypothetical protein
BBPJPPNJ_05219	CDS	540				hypothetical protein
BBPJPPNJ_05220	CDS	822				hypothetical protein
BBPJPPNJ_05221	CDS	450	yafP_2	2.3.1.-	COG0454	putative N-acetyltransferase YafP
BBPJPPNJ_05222	CDS	1197				ISL3 family transposase ISMae36
BBPJPPNJ_05223	CDS	561				hypothetical protein
BBPJPPNJ_05224	CDS	939				hypothetical protein
BBPJPPNJ_05225	CDS	1422	tuaD_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
BBPJPPNJ_05226	CDS	414	czcR			Transcriptional activator protein CzcR
BBPJPPNJ_05227	CDS	672	copR			Transcriptional activator protein CopR
BBPJPPNJ_05228	CDS	1545	sasA_32	2.7.-.-		Adaptive-response sensory-kinase SasA
BBPJPPNJ_05229	CDS	126				hypothetical protein
BBPJPPNJ_05230	CDS	300	petF1			Ferredoxin-1
BBPJPPNJ_05231	CDS	1011	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BBPJPPNJ_05232	CDS	504				hypothetical protein
BBPJPPNJ_05233	CDS	558				hypothetical protein
BBPJPPNJ_05234	CDS	249				hypothetical protein
BBPJPPNJ_05235	CDS	393				hypothetical protein
BBPJPPNJ_05236	CDS	630				hypothetical protein
BBPJPPNJ_05237	CDS	378				hypothetical protein
BBPJPPNJ_05238	CDS	321				hypothetical protein
BBPJPPNJ_05239	CDS	2622		7.2.2.10	COG0474	Calcium-transporting ATPase
BBPJPPNJ_05240	CDS	243				hypothetical protein
BBPJPPNJ_05241	CDS	999			COG0701	Putative two-component membrane permease complex subunit SMU_747c
BBPJPPNJ_05242	CDS	180				hypothetical protein
BBPJPPNJ_05243	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
BBPJPPNJ_05244	CDS	531				hypothetical protein
BBPJPPNJ_05245	CDS	591				hypothetical protein
BBPJPPNJ_05246	CDS	450				hypothetical protein
BBPJPPNJ_05247	CDS	333				hypothetical protein
BBPJPPNJ_05248	CDS	1263	rutD_3	3.5.1.-		Putative aminoacrylate hydrolase RutD
BBPJPPNJ_05249	CDS	510				hypothetical protein
BBPJPPNJ_05250	CDS	519				hypothetical protein
BBPJPPNJ_05251	CDS	246				hypothetical protein
BBPJPPNJ_05252	CDS	906				hypothetical protein
BBPJPPNJ_05253	CDS	372				hypothetical protein
BBPJPPNJ_05254	CDS	849				hypothetical protein
BBPJPPNJ_05255	CDS	948				hypothetical protein
BBPJPPNJ_05256	CDS	1536	crtN_3	1.3.8.2		4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
BBPJPPNJ_05257	CDS	657				hypothetical protein
BBPJPPNJ_05258	CDS	117				hypothetical protein
BBPJPPNJ_05259	CDS	1878	copB_2	7.2.2.8		Copper-exporting P-type ATPase B
BBPJPPNJ_05260	CDS	252	copB_3	7.2.2.8		Copper-exporting P-type ATPase B
BBPJPPNJ_05261	CDS	360				hypothetical protein
BBPJPPNJ_05262	CDS	273				hypothetical protein
BBPJPPNJ_05263	CDS	1554				hypothetical protein
BBPJPPNJ_05264	CDS	450	yhaV_2	3.1.-.-		Ribonuclease toxin YhaV
BBPJPPNJ_05265	CDS	321				hypothetical protein
BBPJPPNJ_05266	CDS	1560				hypothetical protein
BBPJPPNJ_05267	CDS	3402	sasA_33	2.7.-.-		Adaptive-response sensory-kinase SasA
BBPJPPNJ_05268	CDS	948	ldhA_2	1.1.1.28	COG1052	D-lactate dehydrogenase
BBPJPPNJ_05269	CDS	1023	gap1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
BBPJPPNJ_05270	CDS	987	aplIR	3.1.21.4		Type-2 restriction enzyme AplI
BBPJPPNJ_05271	CDS	1398	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
BBPJPPNJ_05272	CDS	723	gpmA_2	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BBPJPPNJ_05273	CDS	2640	mgtA_3	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
BBPJPPNJ_05274	CDS	1035				hypothetical protein
BBPJPPNJ_05275	CDS	906	mftF	2.-.-.-	COG0463	Putative mycofactocin biosynthesis glycosyltransferase MftF
BBPJPPNJ_05276	CDS	1713				hypothetical protein
BBPJPPNJ_05277	CDS	735				hypothetical protein
BBPJPPNJ_05278	CDS	1566	besA	6.3.2.-		L-propargylglycine--L-glutamate ligase
BBPJPPNJ_05279	CDS	750	uppS_1	2.5.1.-		Isoprenyl transferase
BBPJPPNJ_05280	CDS	900	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
BBPJPPNJ_05281	CDS	1701	smc_10			Chromosome partition protein Smc
BBPJPPNJ_05282	CDS	486				hypothetical protein
BBPJPPNJ_05283	CDS	492				hypothetical protein
BBPJPPNJ_05284	CDS	1698	ureC_2	3.5.1.5	COG0804	Urease subunit alpha
BBPJPPNJ_05285	CDS	237				hypothetical protein
BBPJPPNJ_05286	CDS	360				hypothetical protein
BBPJPPNJ_05287	CDS	510				hypothetical protein
BBPJPPNJ_05288	CDS	201				hypothetical protein
BBPJPPNJ_05289	CDS	408				hypothetical protein
BBPJPPNJ_05290	CDS	912				hypothetical protein
BBPJPPNJ_05291	CDS	747				hypothetical protein
BBPJPPNJ_05292	CDS	1035	era_5		COG1159	GTPase Era
BBPJPPNJ_05293	CDS	843				hypothetical protein
BBPJPPNJ_05294	CDS	1167	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
BBPJPPNJ_05295	CDS	906	rhaR_6			HTH-type transcriptional activator RhaR
BBPJPPNJ_05296	CDS	573	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
BBPJPPNJ_05297	CDS	276				hypothetical protein
BBPJPPNJ_05298	CDS	1311	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
BBPJPPNJ_05299	CDS	906				hypothetical protein
BBPJPPNJ_05300	CDS	2001				hypothetical protein
BBPJPPNJ_05301	CDS	198				hypothetical protein
BBPJPPNJ_05302	CDS	2055	ptrB	3.4.21.83	COG1770	Protease 2
BBPJPPNJ_05303	CDS	951				hypothetical protein
BBPJPPNJ_05304	CDS	441				hypothetical protein
BBPJPPNJ_05305	CDS	1632				hypothetical protein
BBPJPPNJ_05306	CDS	828				hypothetical protein
BBPJPPNJ_05307	CDS	267				hypothetical protein
BBPJPPNJ_05308	CDS	648				hypothetical protein
BBPJPPNJ_05309	CDS	102				hypothetical protein
BBPJPPNJ_05310	CDS	1341	queG_2	1.17.99.6		Epoxyqueuosine reductase
BBPJPPNJ_05311	CDS	456	slyA_2			Transcriptional regulator SlyA
BBPJPPNJ_05312	CDS	597				hypothetical protein
BBPJPPNJ_05313	CDS	939				hypothetical protein
BBPJPPNJ_05314	CDS	1080	egtD_2	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
BBPJPPNJ_05315	CDS	678	mprA_6			Response regulator MprA
BBPJPPNJ_05316	CDS	579				hypothetical protein
BBPJPPNJ_05317	CDS	717	msrA_2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
BBPJPPNJ_05318	CDS	702	yedY1_1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BBPJPPNJ_05319	CDS	594	yedZ1_2		COG4117	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BBPJPPNJ_05320	CDS	687	dipZ		COG0785	Protein DipZ
BBPJPPNJ_05321	CDS	153				hypothetical protein
BBPJPPNJ_05322	CDS	540	ymdB_2	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
BBPJPPNJ_05323	CDS	2367				hypothetical protein
BBPJPPNJ_05324	CDS	522				hypothetical protein
BBPJPPNJ_05325	CDS	423				hypothetical protein
BBPJPPNJ_05326	CDS	4968				hypothetical protein
